거래번호,계좌번호,고객번호,도시,신용점수,가입일,계좌유형,잔액_USD,개설일,거래금액_USD,transaction_amount_numeric,거래일시,days_from_opening_to_transaction,days_from_signup_to_opening,date_logic_classification
TXNN1TAO52FKN2EMK,ACC4UT0L3EZUSKA,CUS07CKWYZ9CB6O,Samuelbury,646,2019-01-14 12:19:28,Business,35589.76,2021-01-09 03:53:00,"$3,713.85",3713.85,2019-02-18 09:51:33,-690.7510069444445,725.648287037037,Transaction before account opening
TXN0EKFPEXJV3O8N6,ACCE3SFWLSKIC0U,CUS02REUAIUNL09,East Hollyburgh,660,2020-03-25 06:10:51,Savings,56531.1,2023-06-27 10:22:00,$602.43,602.43,2019-02-20 12:05:28,-1587.9281481481482,1189.1744097222222,Transaction before account opening
TXNBMN6TI5O5NK2NE,ACC8QE45G2Q6963,CUS04A2RR4OL58H,Collinsmouth,352,2023-08-06 02:43:22,Savings,143803.66,2024-07-02 17:05:00,"$7,316.42",7316.42,2019-02-20 17:23:21,-1958.9872569444444,331.59835648148146,Transaction before account opening
TXN2OQVYH2WQISFEC,ACCK0XZECSVLAF3,CUS03NRY873EHRS,Murrayshire,806,2021-09-28 13:26:41,Business,57348.84,2025-07-31 04:43:00,$243.82,243.82,2019-02-21 00:55:53,-2352.157719907407,1401.6363310185186,Transaction before account opening
TXNCY81U4V8PBOGV6,ACCKZR3S42SD520,CUS02ZPMZRBEGLE,Alexanderbury,369,2025-10-19 10:31:11,Savings,139899.34,2025-12-20 09:02:00,"$5,343.64",5343.64,2019-02-21 08:46:39,-2494.010659722222,61.93806712962963,Transaction before account opening
TXNDKOLZQ9EHD4HVX,ACCVDBPJMU8P0XB,CUS02D8VJLZF31E,New Colleenfurt,428,2019-06-05 00:14:06,Checking,158432.81,2024-04-06 09:12:00,"$7,132.84",7132.84,2019-02-22 11:48:15,-1869.8914930555557,1767.3735416666666,Transaction before account opening
TXN759BUAV9FIH56M,ACCU5I29F8YTW90,CUS07HI8D8M3AER,Tracyborough,752,2019-01-06 02:05:06,Business,87716.84,2020-06-16 17:57:00,"$4,481.92",4481.92,2019-02-22 23:09:44,-479.7828240740741,527.6610416666666,Transaction before account opening
TXNF2K0Z7O8GUBI19,ACCTUK68Q8ELVON,CUS06WTOSVI4DPU,Port Danny,395,2020-01-05 09:48:49,Checking,117244.44,2023-05-31 03:08:00,"$9,642.83",9642.83,2019-02-23 01:17:55,-1558.0764467592592,1241.7216550925925,Transaction before account opening
TXNACZIAHTZ55S7QL,ACCL2DM15JX3CLS,CUS048CCZGG6JHS,Forbesbury,475,2023-01-24 06:46:39,Checking,117648.21,2024-04-06 09:28:00,"$8,826.65",8826.65,2019-02-24 08:12:43,-1868.0522800925926,438.1120486111111,Transaction before account opening
TXN6EEUX617LENZB9,ACCBMK4URX1N2LX,CUS032J1LVKIYTR,Jacquelinemouth,607,2019-03-26 00:14:47,Business,182974.73,2024-10-28 03:54:00,"$5,147.78",5147.78,2019-02-24 08:37:37,-2072.8030439814816,2043.1522337962963,Transaction before account opening
TXN7BE91ZL5JF2R14,ACCS3UCHUUO4ZPP,CUS07LRDXTKO9YR,Harveymouth,312,2024-02-13 20:06:02,Savings,152486.29,2020-08-08 04:09:00,"$4,204.05",4204.05,2019-02-24 15:38:18,-530.5213194444444,-1284.6646064814815,Transaction before account opening
TXNCVN5215QSIKPZ9,ACC8QE45G2Q6963,CUS04A2RR4OL58H,Collinsmouth,352,2023-08-06 02:43:22,Savings,143803.66,2024-07-02 17:05:00,$896.95,896.95,2019-02-25 00:04:32,-1954.7086574074074,331.59835648148146,Transaction before account opening
TXNB10I9FB1CEPU5L,ACCGERXNP919BTC,CUS07CVDEKNKOQC,Mayshire,797,2021-08-03 15:48:57,Business,30773.93,2024-03-24 04:49:00,"$6,612.67",6612.67,2019-02-25 05:10:54,-1853.9847916666668,963.5417013888889,Transaction before account opening
TXNY1MFKKW2AA5TS7,ACCTZKPQJ226EKN,CUS069XU8SO2HSM,New Paulmouth,723,2020-08-12 21:24:31,Checking,894.7,2025-02-07 18:58:00,"$7,048.80",7048.8,2019-02-25 05:36:35,-2174.556539351852,1639.8982523148147,Transaction before account opening
TXNS3HBOFOPCD0101,ACCXTR43LHHR6TS,CUS079NKJ6C24U2,New Ethan,677,2025-12-07 01:40:11,Business,161559.74,2025-05-25 01:56:00,NaN,NaN,2019-02-25 20:51:23,-2280.211539351852,-195.9890162037037,Transaction before account opening
TXNZDNC7P9F92OQ3B,ACCATEY9QK6O8HC,CUS05SDDQRFKQML,Watsonmouth,734,2021-05-23 14:17:00,Checking,115335.47,2023-10-19 17:01:00,"$5,456.45",5456.45,2019-02-26 01:10:59,-1696.6597337962962,879.1138888888889,Transaction before account opening
TXNEN039FPFZF00OG,ACC17G7CJNUFGQL,CUS066JOF3V7NQ2,South Wendyside,829,2020-03-17 03:34:51,Business,41729.16,2021-04-06 08:10:00,"$5,504.46",5504.46,2019-02-27 01:48:58,-769.2646064814815,385.1910763888889,Transaction before account opening
TXNBBTONRV7TQCBPE,ACCY4SF3NNYBRTH,CUS0205TA6SV1AH,Ashleyton,445,2023-09-23 22:55:45,Business,55300.56,2020-02-10 06:58:00,"$1,259.10",1259.1,2019-02-27 20:49:18,-347.42270833333333,-1321.6651041666667,Transaction before account opening
TXNXMC7SH3FHDCT1S,ACCY98RS1AQKGKO,CUS00IRYWKCIAI3,Thomasville,763,2024-05-14 15:07:33,Savings,84340.31,2022-12-21 15:43:00,"$9,430.24",9430.24,2019-02-28 08:28:26,-1392.3017824074075,-509.97538194444445,Transaction before account opening
TXNBKU9YUWG1NQNPN,ACCZD4LC60N8GWZ,CUS07HF4XRTTOVP,North Steventown,333,2019-11-14 16:35:55,Savings,105686.25,2022-10-31 08:06:00,"$7,004.41",7004.41,2019-03-01 05:43:53,-1340.0986921296296,1081.6458912037037,Transaction before account opening
TXNQB2J08C7VRQQXG,ACCK1MNQGYIEGRB,CUS032J1LVKIYTR,Jacquelinemouth,607,2019-03-26 00:14:47,Savings,65084.45,2022-07-18 18:04:00,"$5,215.82",5215.82,2019-03-01 08:10:13,-1235.412349537037,1210.7425115740741,Transaction before account opening
TXNAWGNRN75FLTS2Y,ACC7AS993CUS43T,CUS01QF9KNJXV0D,West Lisa,577,2024-05-10 10:58:47,Business,171211.99,2024-10-27 10:47:00,$669.94,669.94,2019-03-01 12:02:40,-2066.9474537037036,169.99181712962962,Transaction before account opening
TXNPMJWSGSUA2WFPN,ACCBKR9VHK4DMJK,CUS07140K36FAOP,Ruizton,784,2021-12-18 03:39:51,Business,18617.12,2020-07-25 03:06:00,"$6,440.50",6440.5,2019-03-01 20:34:43,-511.271724537037,-511.0235069444444,Transaction before account opening
TXNA8B95VHI20PRJF,ACC70HEXMGUSHSB,CUS03GD9U4OFIAL,Kellychester,488,2023-12-12 02:25:36,Savings,54903.72,2020-11-13 07:24:00,"$7,937.79",7937.79,2019-03-02 05:56:30,-622.0607638888889,-1123.7927777777777,Transaction before account opening
TXNWM7U53POR6RG0R,ACCI9B2SAPOOFJF,CUS06KR3N0HYTBA,Michaelland,431,2021-09-02 06:44:28,Business,79818.9,2024-11-07 13:48:00,"$1,567.41",1567.41,2019-03-02 11:15:13,-2077.106099537037,1162.2941203703704,Transaction before account opening
TXNI9RUU6C7C6I0V5,ACCQ68I6XD3CXFX,CUS066JOF3V7NQ2,South Wendyside,829,2020-03-17 03:34:51,Checking,44736.28,2024-06-14 05:57:00,"$7,486.16",7486.16,2019-03-02 11:38:46,-1930.762662037037,1550.0987152777777,Transaction before account opening
TXNAN8QMNW508QIC3,ACCE9II6WKMMFFP,CUS01XZDUMMT2DI,Jonathanstad,359,2021-11-02 05:45:00,Savings,191154.15,2021-02-26 02:26:00,"$4,272.30",4272.3,2019-03-03 01:22:50,-726.0438657407408,-249.13819444444445,Transaction before account opening
TXNGVUTVF6MX05QTE,ACCX1GPH46MY2H4,CUS00AO13A3Q5FO,Sheriside,686,2019-05-27 09:28:46,Checking,103317.44,2023-11-08 18:36:00,"$6,001.84",6001.84,2019-03-03 02:31:21,-1711.6698958333334,1626.3800231481482,Transaction before account opening
TXNFI5X7YGYMA1MTB,ACC8RQTRYMQURKL,CUS013H6Y8UAEJU,Port Casey,680,2024-02-16 03:23:39,Business,62709.97,2023-11-28 07:45:00,"$4,220.24",4220.24,2019-03-03 12:45:47,-1730.7911226851852,-79.81850694444445,Transaction before account opening
TXNJNAHRZ5PR9OUTE,ACC6ILODSMOT1XU,CUS01M0WESLLT4O,South Adrian,739,2022-12-23 19:26:55,Business,45559.23,2019-12-12 19:24:00,"$7,818.47",7818.47,2019-03-04 00:31:07,-283.78672453703706,-1107.002025462963,Transaction before account opening
TXNKX77LVMFTLCXO8,ACCEO4OI534ZJ2M,CUS04LD3Z10PX2L,Ingramberg,559,2022-01-04 07:32:23,Checking,179445.27,2024-03-15 08:07:00,"$2,272.23",2272.23,2019-03-05 00:31:25,-1837.3163773148149,801.0240393518518,Transaction before account opening
TXND3DKBA4Z9HYI3C,ACCBDHBH3UNN47T,CUS03G4H23TA015,Reedbury,779,2025-04-21 21:30:27,Checking,170944.69,2020-10-22 20:23:00,"$6,078.69",6078.69,2019-03-05 03:57:49,-597.6841550925926,-1642.0468402777778,Transaction before account opening
TXNEKCSV3UAO6FCH3,ACC66UIZY6A5U83,CUS066JOF3V7NQ2,South Wendyside,829,2020-03-17 03:34:51,Checking,68766.07,2024-03-06 16:09:00,"$1,273.26",1273.26,2019-03-05 10:15:48,-1828.2452777777778,1450.5237152777777,Transaction before account opening
TXNQGK55PDPWQSMOJ,ACCKG67XWW10YIO,CUS04DBO6BZ2RU3,Allentown,398,2025-06-22 20:48:40,Checking,132234.09,2025-08-17 09:12:00,"$2,322.22",2322.22,2019-03-05 22:10:51,-2356.4591319444444,55.5162037037037,Transaction before account opening
TXNSBP8HS7O17RGB0,ACCQAW5JYSEL9A1,CUS039RA0CUEIVN,New Jeffreyburgh,457,2022-05-03 11:33:09,Savings,173169.98,2024-12-30 12:02:00,"$9,353.36",9353.36,2019-03-06 06:06:07,-2126.247141203704,972.0200347222222,Transaction before account opening
TXNKCAG08GCRY9SFS,ACCTJ0VVRC7G26B,CUS014W2D1L6BZ2,Lisaton,747,2019-12-13 22:12:03,Checking,116419.24,2019-08-24 00:21:00,"$7,525.19",7525.19,2019-03-06 12:07:35,-170.50931712962964,-111.91045138888889,Transaction before account opening
TXNY4FCXQFARJAQKN,ACCX1GPH46MY2H4,CUS00AO13A3Q5FO,Sheriside,686,2019-05-27 09:28:46,Checking,103317.44,2023-11-08 18:36:00,"$5,185.85",5185.85,2019-03-07 01:24:11,-1707.716539351852,1626.3800231481482,Transaction before account opening
TXNCMCUKE3J7HLYZX,ACCN36T03UA6NBI,CUS00VZKTHVLF7U,Port Bob,496,2024-11-10 02:16:03,Business,145147.36,2025-04-03 19:31:00,"$3,908.35",3908.35,2019-03-07 02:16:29,-2219.718414351852,144.7187152777778,Transaction before account opening
TXNY33G5SLBB1HXZT,ACCPJEQGELWMY7P,CUS07G5GBEYRK1F,Port Anne,513,2021-02-01 02:36:11,Savings,20974.16,2019-08-31 02:27:00,$665.30,665.3,2019-03-07 06:25:16,-176.83453703703702,-520.0063773148148,Transaction before account opening
TXNJZSZFRRR981N2V,ACC4D3LKDRFE738,CUS00W1TJLOCM2X,Lake Carlosside,371,2020-03-24 10:10:06,Checking,133241.84,2025-12-08 22:47:00,"$5,918.49",5918.49,2019-03-08 11:17:21,-2467.478923611111,2085.525625,Transaction before account opening
TXNKHNBHXVIJZ56N2,ACCT44KVI6GMMMK,CUS07NJ8A2E3WM5,North Maria,763,2021-11-06 10:03:10,Savings,176727.66,2023-04-09 07:34:00,$20.23,20.23,2019-03-08 15:17:35,-1492.6780671296297,518.8964120370371,Transaction before account opening
TXNGA1IDAQBS57025,ACCXK7JZ0R4JMER,CUS069XU8SO2HSM,New Paulmouth,723,2020-08-12 21:24:31,Savings,57084.45,2024-06-03 19:30:00,"$6,322.55",6322.55,2019-03-08 15:48:36,-1914.15375,1390.920474537037,Transaction before account opening
TXNQZPWHYX3OPIH4L,ACCZ4SGAGT0KR1W,CUS079MYVS07VT6,Shannonbury,539,2020-04-16 02:47:45,Savings,86601.15,2025-08-13 17:50:00,"$2,897.63",2897.63,2019-03-09 20:55:51,-2348.8709375,1945.6265625,Transaction before account opening
TXN26XJT9N6J5MD3A,ACCFFBTA57W3RLD,CUS010D5XJQTVM2,Vasquezfurt,535,2023-10-20 17:13:18,Business,30733.19,2025-10-05 12:48:00,"$7,327.98",7327.98,2019-03-10 02:36:40,-2401.424537037037,715.8157638888889,Transaction before account opening
TXNSBBP6AI1H63AR8,ACCBKR9VHK4DMJK,CUS07140K36FAOP,Ruizton,784,2021-12-18 03:39:51,Business,18617.12,2020-07-25 03:06:00,"$7,414.97",7414.97,2019-03-11 13:05:19,-501.5838078703704,-511.0235069444444,Transaction before account opening
TXNAENJI9I3OUW3XQ,ACCRJZBEELK5QUR,CUS041AO2YTVWUM,Port Alyssa,452,2024-03-25 03:40:29,Business,113550.48,2020-07-20 09:40:00,"$5,472.35",5472.35,2019-03-12 02:31:39,-496.2974652777778,-1343.7503356481482,Transaction before account opening
TXN4QIXG4MDTKNSFR,ACC0H3KHQ0G5IRA,CUS07ODQH3NYZXB,North Benjamin,495,2023-04-12 16:28:56,Checking,121288.6,2020-08-27 19:45:00,"$9,712.81",9712.81,2019-03-12 13:34:59,-534.2569560185185,-957.8638425925926,Transaction before account opening
TXNUVRCVZ8JTBQS7F,ACC5I6I47C5II7I,CUS04RTM317B1O2,Torresshire,403,2025-01-01 15:40:27,Savings,38823.13,2022-06-27 05:41:00,"$3,851.48",3851.48,2019-03-12 15:56:38,-1202.572476851852,-919.4162847222223,Transaction before account opening
TXNBRCIQK628LATFI,ACCMWJTJVBAJ2K4,CUS04ZJ3INSNI37,Thomastown,398,2022-03-28 08:15:13,Business,123496.8,2023-05-26 09:01:00,"$6,803.65",6803.65,2019-03-12 21:33:56,-1535.4771296296296,424.0317939814815,Transaction before account opening
TXNZARA49AF0LNEYD,ACCL5P1HR2PTYKH,CUS02G08L63KY75,East Victoria,569,2023-10-13 15:33:50,Business,161334.25,2021-03-07 19:23:00,"$2,428.12",2428.12,2019-03-13 00:54:42,-725.7696527777778,-949.8408564814815,Transaction before account opening
TXN4WXI7FI333KEI0,ACC89B21SXOA39X,CUS014W2D1L6BZ2,Lisaton,747,2019-12-13 22:12:03,Savings,120575.61,2023-09-06 23:45:00,"$4,942.30",4942.3,2019-03-13 03:10:32,-1638.8572685185186,1363.0645486111111,Transaction before account opening
TXN5LJER1KUA8G64W,ACCIYFDZMPSZBER,CUS05Q1ZOWS17PQ,Singhstad,400,2025-10-12 00:32:10,Business,104388.74,2025-11-17 18:00:00,NaN,NaN,2019-03-13 03:35:17,-2441.600497685185,36.727662037037035,Transaction before account opening
TXNHUF9VBOMI9LZUW,ACCPZKGFNGR8NF8,CUS04YP5AB98Z8B,West Jason,718,2023-05-27 04:26:14,Business,6484.06,2025-11-23 22:57:00,"$8,065.41",8065.41,2019-03-13 10:17:18,-2447.5275694444445,911.7713657407407,Transaction before account opening
TXNS0TQCH3AHADI66,ACC16SPZQK56XYG,CUS07CVDEKNKOQC,Mayshire,797,2021-08-03 15:48:57,Savings,14104.81,2024-05-02 11:37:00,"$6,452.14",6452.14,2019-03-13 19:47:00,-1876.6597222222222,1002.8250347222222,Transaction before account opening
TXNHWMS7KF0LLEO7E,ACC8RQTRYMQURKL,CUS013H6Y8UAEJU,Port Casey,680,2024-02-16 03:23:39,Business,62709.97,2023-11-28 07:45:00,$391.99,391.99,2019-03-14 13:36:42,-1719.7557638888889,-79.81850694444445,Transaction before account opening
TXN9DEID1YUBZUIL4,ACCNQMEAJU0POQ4,CUS03SNPPEJR055,South Eddieshire,757,2024-07-31 19:30:04,Savings,141336.06,2021-10-05 07:46:00,"$3,307.34",3307.34,2019-03-14 16:03:09,-935.6547569444444,-1030.4889351851853,Transaction before account opening
TXND672NLZSU3PBZL,ACCSQMUED9NJ65L,CUS05D1O50UBZLQ,Gilbertside,670,2023-08-13 20:24:12,Savings,36456.52,2019-02-21 22:50:00,"$8,689.65",8689.65,2019-03-15 16:21:07,21.72994212962963,-1633.89875,Account opened before customer signup
TXNPYEQ4BJFTNFHNI,ACCYLJ2YBZNMRDW,CUS05JMUV050JFR,North Christian,849,2021-11-18 05:09:06,Checking,53683.31,2020-04-19 08:57:00,"$8,901.16",8901.16,2019-03-15 23:05:35,-400.4107060185185,-577.8417361111111,Transaction before account opening
TXNVI1JCK3MHI7L14,ACCX1GPH46MY2H4,CUS00AO13A3Q5FO,Sheriside,686,2019-05-27 09:28:46,Checking,103317.44,2023-11-08 18:36:00,"$2,288.98",2288.98,2019-03-16 11:14:35,-1698.3065393518518,1626.3800231481482,Transaction before account opening
TXNJJODGBPHC8K57H,ACCSQMUED9NJ65L,CUS05D1O50UBZLQ,Gilbertside,670,2023-08-13 20:24:12,Savings,36456.52,2019-02-21 22:50:00,"$4,698.79",4698.79,2019-03-16 16:47:10,22.748032407407408,-1633.89875,Account opened before customer signup
TXNYD7S5XTE2W84VH,ACCNOQA1TLUOOJK,CUS02XUUA5FJTDT,East Amanda,534,2025-08-27 03:16:29,Savings,51956.67,2024-08-09 16:45:00,"$5,273.72",5273.72,2019-03-16 16:58:29,-1972.9906365740742,-382.4385300925926,Transaction before account opening
TXNVZBYU3XSH3E3C7,ACCB0A3T1TL0QO3,CUS07YQ50RZUJZ3,Matthewshire,582,2022-05-06 09:29:40,Savings,106917.22,2024-02-09 19:11:00,"$1,226.64",1226.64,2019-03-16 18:46:23,-1791.0170949074075,644.4037037037037,Transaction before account opening
TXNTWIVE26DYQBSQ8,ACC12QFUA51AOIO,CUS02IHGW4J8V48,East Andrewberg,337,2022-07-06 09:13:34,Checking,87319.17,2024-12-28 00:53:00,"$4,670.73",4670.73,2019-03-17 05:48:31,-2112.7947800925926,905.6523842592593,Transaction before account opening
TXNRH2HP4KLITIVH9,ACCIOKPSJXKUB20,CUS02ZPMZRBEGLE,Alexanderbury,369,2025-10-19 10:31:11,Checking,76404.44,2020-04-03 23:11:00,"$8,967.14",8967.14,2019-03-17 09:53:29,-383.5538310185185,-2024.472349537037,Transaction before account opening
TXNJYHWUQ74B2N4DA,ACCBANKD5FU8Y1V,CUS044K0AUVG3DQ,Jessicaland,701,2020-07-12 07:52:17,Checking,189822.98,2024-05-01 14:05:00,"$3,373.25",3373.25,2019-03-17 15:44:06,-1871.9311805555556,1389.2588310185185,Transaction before account opening
TXNIKGPHHX9T1FLR0,ACC8PRJWZGHBV5N,CUS020B0FGCQQOR,Rachelberg,742,2021-07-02 01:05:37,Checking,74267.88,2020-05-06 03:45:00,$974.35,974.35,2019-03-18 18:26:17,-414.3879976851852,-421.8893171296296,Transaction before account opening
TXNPO3LLBH484U0XB,ACCB3N65H9WRQEE,CUS06WPX2CYOS0F,Jameshaven,331,2020-03-19 14:24:30,Savings,75955.5,2025-11-08 22:38:00,"$1,010.34",1010.34,2019-03-19 06:16:00,-2426.6819444444445,2060.342708333333,Transaction before account opening
TXNDQP6HSMMQXB9AF,ACCS3UCHUUO4ZPP,CUS07LRDXTKO9YR,Harveymouth,312,2024-02-13 20:06:02,Savings,152486.29,2020-08-08 04:09:00,"$9,006.15",9006.15,2019-03-20 02:25:52,-507.0716203703704,-1284.6646064814815,Transaction before account opening
TXNHF6OV8ZCDBTATH,ACCSPM2YI7RDC9S,CUS010D5XJQTVM2,Vasquezfurt,535,2023-10-20 17:13:18,Savings,111054.74,2020-06-13 23:38:00,"$5,869.40",5869.4,2019-03-20 02:55:42,-451.86270833333333,-1223.7328472222223,Transaction before account opening
TXNKMSX21CAE2ZUD1,ACCM5FP2ROQORZY,CUS02T16Z0466W5,West Marytown,460,2019-05-08 14:05:35,Savings,134177.59,2024-02-05 17:46:00,"$8,980.81",8980.81,2019-03-20 05:51:32,-1783.4961574074075,1734.1530671296296,Transaction before account opening
TXN402QO8ZH3EKJYD,ACCIY30ROHIU88M,CUS04CGDABRQDJI,Donnaton,544,2022-08-23 13:20:11,Savings,158554.61,2024-05-20 11:01:00,"$8,239.97",8239.97,2019-03-20 06:41:57,-1888.1798958333334,635.9033449074074,Transaction before account opening
TXNKIGB6P4FPLF4TG,ACCBANKD5FU8Y1V,CUS044K0AUVG3DQ,Jessicaland,701,2020-07-12 07:52:17,Checking,189822.98,2024-05-01 14:05:00,"$3,483.47",3483.47,2019-03-20 09:46:41,-1869.179386574074,1389.2588310185185,Transaction before account opening
TXNG063GWG2KN1RM6,ACCH1YWWW9TT0Q1,CUS023QWAFS5VB1,Ericberg,618,2025-10-15 07:39:21,Savings,81305.28,2021-08-04 04:22:00,"$9,617.00",9617.0,2019-03-20 11:34:49,-867.6994328703704,-1533.1370486111111,Transaction before account opening
TXNF97IEUY2P83CFK,ACCJY129MMC9C9Z,CUS04BNYSHT7Z7M,North Tonyabury,408,2023-03-29 11:31:12,Checking,114998.01,2019-03-13 17:07:00,$8.88,8.88,2019-03-21 07:15:56,7.589537037037037,-1476.7668055555555,Account opened before customer signup
TXN8STNZEH60ZPCG3,ACCZP5OF4YTOZRX,CUS00C73R0JMEJC,Ramirezstad,522,2021-03-11 14:06:19,Business,51583.43,2023-02-05 07:58:00,"$7,224.95",7224.95,2019-03-21 10:08:48,-1416.9091666666666,695.744224537037,Transaction before account opening
TXNTMWFQMH8KCVGOK,ACCF8N0E4IL21UL,CUS07D1A5XQ3IEC,Williebury,706,2022-04-01 00:03:50,Checking,65256.17,2025-08-06 20:13:00,"$3,438.47",3438.47,2019-03-21 19:30:30,-2330.0295138888887,1223.8396990740741,Transaction before account opening
TXN0FRIIDHZEZGXKH,ACC2AWHBG0I2VAY,CUS04YP5AB98Z8B,West Jason,718,2023-05-27 04:26:14,Savings,197531.21,2021-06-04 11:26:00,"$6,367.49",6367.49,2019-03-21 19:44:56,-805.6535185185185,-721.7084953703703,Transaction before account opening
TXNYA4BR13SARH1NO,ACCSQMUED9NJ65L,CUS05D1O50UBZLQ,Gilbertside,670,2023-08-13 20:24:12,Savings,36456.52,2019-02-21 22:50:00,"$6,094.10",6094.1,2019-03-21 22:34:46,27.989421296296296,-1633.89875,Account opened before customer signup
TXNR7222DQ4BL9FDD,ACC2W6IM09YY279,CUS073IOKSAKTTI,Brownville,605,2022-07-13 20:01:08,Savings,126286.72,2024-04-30 22:53:00,"$4,635.76",4635.76,2019-03-22 11:44:29,-1866.4642476851852,657.1193518518519,Transaction before account opening
TXNWZBD1LN63G7BGR,ACC9XKB7VJSKS6L,CUS016QA5GBYQFP,Simmonschester,550,2024-11-30 03:12:51,Checking,152231.29,2019-10-02 04:34:00,"$2,254.21",2254.21,2019-03-22 11:52:11,-193.6957060185185,-1885.9436458333332,Transaction before account opening
TXNWP1V3W8DHHDRGB,ACCZMCM7M2UM9DC,CUS03P24BX2144V,Coxshire,479,2024-04-13 21:27:42,Checking,163039.58,2021-10-21 14:08:00,"$8,027.29",8027.29,2019-03-25 06:57:41,-941.2988310185185,-905.3053472222222,Transaction before account opening
TXNJRXY3ZSXJ219XA,ACCFWGRJADKHAJC,CUS04F9UQH0AJ3X,Thomasfurt,450,2021-03-28 17:40:45,Checking,64811.35,2025-06-04 00:58:00,"$4,654.95",4654.95,2019-03-26 00:45:54,-2262.008402777778,1528.3036458333333,Transaction before account opening
TXNQ91DXS8VZCEK6Z,ACCWT0II61SGAY0,CUS00SCTYHTADEN,Jesseport,449,2025-11-22 00:53:00,Savings,115837.32,2025-05-15 01:00:00,"$9,541.08",9541.08,2019-03-26 09:37:50,-2241.6403935185185,-190.9951388888889,Transaction before account opening
TXN9705HYZ7HTPRNR,ACC8GIEY5KIXLCT,CUS0184XTGD0MA1,Barnesville,466,2024-02-06 08:20:48,Checking,141018.08,2023-01-26 11:39:00,"$8,453.22",8453.22,2019-03-27 16:43:57,-1400.7882291666667,-375.8623611111111,Transaction before account opening
TXNPWNCEPK3G68QFU,ACCWIQV1GZT26DT,CUS0545GN77K5Y0,Phamchester,603,2024-05-06 18:53:57,Savings,162815.09,2024-10-29 14:25:00,"$5,688.75",5688.75,2019-03-28 16:10:50,-2041.9265046296296,175.81322916666667,Transaction before account opening
TXNP3JKLFKNR2JNL7,ACCO1K35JPT19RS,CUS014L2GRMDN7Z,Perezchester,397,2022-11-11 20:28:16,Savings,182704.02,2020-07-05 15:05:00,"$9,971.99",9971.99,2019-03-28 18:47:37,-464.8454050925926,-859.2244907407407,Transaction before account opening
TXNHGOX33F3D1GOHT,ACC8LGW45AF86V5,CUS079MYVS07VT6,Shannonbury,539,2020-04-16 02:47:45,Business,133775.71,2024-01-08 22:06:00,"$6,490.67",6490.67,2019-03-29 18:24:22,-1746.1539120370371,1362.8043402777778,Transaction before account opening
TXNI9AIZO8NBQI3ML,ACCWBFUW5F7ZLR4,CUS03U5B3EGIK5A,North Jonathanmouth,632,2020-07-08 21:47:06,Savings,65142.68,2019-07-20 11:07:00,"$2,329.04",2329.04,2019-03-29 21:07:50,-112.58275462962963,-354.4445138888889,Transaction before account opening
TXNUGY2SFMGO8BBY4,ACC9FG9LHCINFXH,CUS05WTV72JH34L,Garrettton,600,2021-10-02 22:56:33,Business,8925.33,2020-03-08 13:49:00,NaN,NaN,2019-03-29 22:10:03,-344.6520486111111,-573.3802430555555,Transaction before account opening
TXNSZRLK4ZT0MAU3C,ACC2Y57KOX24RP1,CUS02QX5BMA711D,Milesborough,483,2023-04-29 18:24:19,Business,195215.96,2022-12-30 16:26:00,$567.06,567.06,2019-03-30 01:17:44,-1371.6307407407407,-120.08216435185186,Transaction before account opening
TXNME42KM5VIR5DF2,ACC7DAZNTH5VPTB,CUS039RA0CUEIVN,New Jeffreyburgh,457,2022-05-03 11:33:09,Savings,135852.12,2025-09-16 01:36:00,"$6,443.86",6443.86,2019-03-31 05:49:18,-2360.824097222222,1231.5853125,Transaction before account opening
TXNEBW8361J6WOIHK,ACCAMNOMDHRI3O1,CUS049LSRGYVW4D,Cindyland,456,2024-02-18 14:01:10,Savings,81079.39,2025-10-24 04:49:00,"$5,605.13",5605.13,2019-03-31 06:07:03,-2398.945798611111,613.6165509259259,Transaction before account opening
TXN3LR69GPN1GFA7V,ACCO0YSGK0VM1U8,CUS03YIOY5U04RI,East Crystalmouth,740,2020-10-17 13:51:39,Business,44788.87,2025-01-10 22:23:00,"$6,933.99",6933.99,2019-04-01 08:05:51,-2111.5952430555553,1546.3551041666667,Transaction before account opening
TXNPYYHA0UY75IR6U,ACCNALYKJOQQD14,CUS06ATN1VYTMIM,North Thomasburgh,472,2021-08-03 09:12:32,Savings,185624.5,2023-07-24 20:01:00,"$6,145.80",6145.8,2019-04-02 05:16:55,-1574.6139467592593,720.450324074074,Transaction before account opening
TXN6ZSTFCVPIYUMWQ,ACC4KVY0LDTASYN,CUS06LP1LGP14NV,Burkeborough,695,2021-12-30 02:52:49,Savings,53052.42,2019-06-17 06:03:00,"$6,686.37",6686.37,2019-04-02 06:26:55,-75.9833912037037,-926.8679282407408,Transaction before account opening
TXND6SXXWKHK08KX9,ACCHDGGLJ16JOVT,CUS01DDS123R4JZ,Port Sandraside,702,2025-02-27 18:49:52,Checking,172757.1,2024-04-17 14:14:00,"$6,968.28",6968.28,2019-04-02 23:22:26,-1841.6191435185185,-316.1915740740741,Transaction before account opening
TXNJF1X15Y7KVFZWA,ACCYHVSOAD9IXCB,CUS070D1W8PWI5H,West Matthew,787,2019-09-08 06:57:27,Savings,135979.84,2020-12-26 11:06:00,"$5,302.23",5302.23,2019-04-03 01:24:10,-633.404050925926,475.17260416666664,Transaction before account opening
